Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	tree_length
0	-261.0233	-376.8182	115.7949	0.000292053	0.0180184	0.00543289	9.48055e-06	0.000971956	0.0041161	0.00110926	0.00197659	0.00855546	0.00227186	0.0186865	0.0012872	0.00866092	0.00182483	0.00240266	0.00194723	0.0022531	0.000337019	0.00621674	0.0138983	0.00570607	0.0010231	0.0128105	0.0123868	0.00337673	0.00123517	0.000325672	0.000182335	0.00181726	0.00841501	0.056622	0.000255645	1.55137e-05	0.00265617	0.000740071	0.00630731	0.00191298	0.0121654	0.0102223	0.00583083	0.0085715	0.00270167	0.0131002	0.00401189	0.011994	0.0129085	0.000967104	0.0147552	0.0033708	0.00609051	0.000275956	0.00638211	0.00100262	0.00882748	0.00857123	0.00696519	0.00590424	0.0134247	0.00415788	0.00779516	0.0073968	0.00323313	0.01276	0.00795233	0.00794517	0.00568405	0.00965897	0.0061353	0.0018262	0.00418342	0.000263319	0.0108604	0.00186322	0.978457	1.10772	0.191383	0.44646	0.777568	1.28606	2.23984	5.22513	1.195579	4.416547	0.000626972	0.0386813	0.0116632	2.03526e-05	0.00208657	0.00883633	0.00238132	0.00424328	0.0183666	0.00487716	0.0401157	0.00276332	0.018593	0.0039175	0.00515797	0.00418026	0.00483689	0.000723504	0.0133459	0.0298366	0.0122496	0.00219635	0.0275012	0.0265915	0.00724906	0.00265163	0.000699143	0.000391432	0.00390123	0.0180651	0.121555	0.000548811	3.33043e-05	0.0057022	0.00158876	0.0135404	0.00410673	0.0261164	0.021945	0.0125175	0.0184011	0.00579986	0.0281232	0.00861261	0.0257484	0.0277116	0.00207615	0.031676	0.00723633	0.0130749	0.000592414	0.0137009	0.00215239	0.0189506	0.0184005	0.0149527	0.0126751	0.0288197	0.00892602	0.0167344	0.0158792	0.0069408	0.0273928	0.0170718	0.0170565	0.0122024	0.0207356	0.0131711	0.00392044	0.00898086	0.000565286	0.0233149	0.0039999	0.4658157
30	-262.3205	-377.868	115.5475	0.00441236	0.00772073	0.0113733	0.000966893	0.00151012	0.00355365	0.0246668	0.024503	0.0203887	0.0163955	0.0385773	0.00222087	0.00695117	0.0308102	0.00163462	0.00110344	0.0343806	7.79616e-05	0.0173165	0.0326434	0.0137623	0.000998361	0.0483241	0.00905912	0.0140821	0.0102602	0.00367472	0.00121726	0.0239161	0.0113258	0.0573413	0.00111005	2.66702e-05	0.000698349	0.00425396	0.00809528	0.0245868	0.0119935	0.0653341	0.0357988	0.00159114	0.00595592	0.0110549	0.00138984	0.0323355	0.00994017	0.0139299	0.00865127	0.00791709	0.00220802	0.0108405	0.0369969	0.000802672	0.0121953	0.00796707	0.00722066	0.0129155	0.00382509	0.0080752	0.0136342	0.00253557	0.00759375	0.0186844	0.0118042	0.0141018	0.00953145	0.0226863	0.0144923	0.0231448	0.000981432	0.0023033	0.0320165	0.00714697	0.998725	1.00637	0.260139	0.518554	0.814744	1.22738	1.92844	3.84411	0.9736419	4.962001	0.00439681	0.00769353	0.0113332	0.000963486	0.0015048	0.00354113	0.0245799	0.0244167	0.0203169	0.0163378	0.0384414	0.00221305	0.00692668	0.0307016	0.00162886	0.00109955	0.0342594	7.7687e-05	0.0172555	0.0325284	0.0137138	0.000994843	0.0481538	0.00902721	0.0140325	0.0102241	0.00366178	0.00121297	0.0238318	0.0112859	0.0571393	0.00110614	2.65762e-05	0.000695889	0.00423897	0.00806676	0.0245002	0.0119513	0.0651039	0.0356727	0.00158553	0.00593494	0.011016	0.00138494	0.0322216	0.00990515	0.0138808	0.00862079	0.0078892	0.00220024	0.0108023	0.0368666	0.000799844	0.0121523	0.007939	0.00719522	0.01287	0.00381162	0.00804675	0.0135861	0.00252664	0.007567	0.0186186	0.0117626	0.0140521	0.00949787	0.0226064	0.0144412	0.0230632	0.000977974	0.00229518	0.0319037	0.00712179	1.003535
60	-269.7166	-384.8752	115.1586	0.0014628	0.00544247	0.000603339	0.000782164	9.64179e-05	0.0036516	0.00234851	0.00221377	0.0082286	0.00534837	0.0125843	0.000768446	0.000206103	0.00167476	0.000274533	0.000988882	0.00537314	7.06989e-05	0.00155741	0.00309075	0.00260865	0.000847169	0.00485625	0.00900003	0.000174116	0.00305378	0.00224423	0.0122437	0.00733384	0.0114063	0.0114085	0.000224877	4.56311e-06	0.000492065	0.000379665	0.000752435	0.00758927	0.00230327	0.0218537	0.00629608	0.00227708	0.00146682	0.00493573	0.00136076	0.0175505	0.00811063	0.00608367	0.0057217	0.00203356	0.00275688	0.000323274	0.00385481	0.00642355	0.0101962	0.0126617	0.00284996	0.0163333	0.00603273	0.00779826	0.00139963	0.00327742	0.000864934	0.0073827	0.00612892	0.00391996	0.0124581	0.00437012	0.00358806	0.00607589	0.000791326	0.00106705	0.00942049	0.00148671	0.994706	1.02647	0.103057	0.330123	0.707678	1.41307	3.02917	9.70334	1.643152	4.845269	0.00426669	0.0158746	0.00175982	0.00228141	0.000281231	0.010651	0.00685012	0.0064571	0.0240011	0.0156001	0.0367057	0.0022414	0.000601159	0.00488494	0.000800756	0.00288437	0.0156724	0.000206214	0.00454264	0.00901507	0.0076089	0.00247102	0.0141647	0.0262513	0.00050786	0.00890724	0.00654597	0.0357123	0.0213913	0.0332699	0.0332764	0.00065592	1.33097e-05	0.00143525	0.0011074	0.0021947	0.0221363	0.00671818	0.0637428	0.0183644	0.00664179	0.00427842	0.0143965	0.00396906	0.0511913	0.0236571	0.0177448	0.016689	0.00593149	0.00804125	0.000942923	0.0112437	0.0187362	0.0297403	0.0369316	0.00831276	0.0476409	0.0175962	0.0227459	0.00408243	0.00955955	0.00252284	0.0215338	0.0178768	0.0114337	0.0363376	0.0127467	0.0104657	0.0177221	0.00230814	0.00311235	0.0274776	0.00433643	0.342842
90	-281.4981	-398.0689	116.5709	0.00221364	0.0133894	9.01753e-06	0.0213635	0.00109443	0.0184824	0.00103483	0.00206381	0.0230102	0.0198644	0.0351902	0.00395863	0.00582856	0.00468325	0.00458888	0.00824224	0.0162125	0.000714421	0.0188624	0.000460526	0.00918442	0.00195398	0.0142126	0.0149308	0.000291916	0.0141358	0.00452647	0.0289498	0.00805448	0.00229797	0.0429132	0.00196575	0.000314927	0.00303154	0.00117294	0.00186083	0.0313697	0.000904345	0.00820386	0.00417655	0.00182922	0.0164516	0.0253635	0.00380519	0.0460317	0.0107821	0.0140833	0.0458482	0.011293	0.00650612	0.00568274	0.00948125	0.0151967	0.0326163	0.0266644	0.0115016	0.0664722	0.00601249	0.0108753	0.00617795	0.00722367	0.00221103	0.0206448	0.0466617	0.0165027	0.0105982	0.0131937	0.0110692	0.0342838	0.00323528	0.00390306	0.0240315	0.00252006	0.843841	1.78079	0.266703	0.524895	0.817839	1.22274	1.90514	3.74949	0.9556229	2.369284	0.00229519	0.0138826	9.3497e-06	0.0221504	0.00113474	0.0191632	0.00107295	0.00213984	0.0238578	0.0205961	0.0364865	0.00410445	0.00604326	0.00485576	0.00475792	0.00854585	0.0168097	0.000740738	0.0195572	0.000477489	0.00952274	0.00202596	0.0147361	0.0154808	0.000302669	0.0146565	0.00469321	0.0300162	0.00835117	0.00238262	0.044494	0.00203816	0.000326527	0.0031432	0.00121615	0.00192938	0.0325252	0.000937658	0.00850606	0.0043304	0.0018966	0.0170576	0.0262978	0.00394536	0.0477273	0.0111793	0.0146021	0.0475371	0.011709	0.00674578	0.00589206	0.0098305	0.0157565	0.0338177	0.0276466	0.0119253	0.0689208	0.00623397	0.0112759	0.00640552	0.00748976	0.00229248	0.0214052	0.0483806	0.0171106	0.0109886	0.0136797	0.011477	0.0355467	0.00335445	0.00404683	0.0249167	0.00261289	0.9644728
120	-264.0861	-380.1487	116.0626	0.0120495	0.0459445	2.0148e-05	0.00350272	0.0047899	0.0224203	0.025744	0.025691	0.020534	0.0123482	0.0173581	0.0326095	0.0437586	0.0041619	0.00556661	0.00564205	0.024599	0.0109453	0.0267438	0.00145945	0.0111167	0.00110024	0.00855734	0.016387	0.000617752	0.00857114	0.0054909	0.0184886	0.0179134	0.00672687	0.0835728	0.0324941	0.0127732	0.0181361	0.00746661	0.0224992	0.021385	0.00682902	0.013488	0.104973	0.00383007	0.00376969	0.0159745	0.0175929	0.0219323	0.0043224	0.0149238	0.035048	0.0940362	0.0118394	0.00481452	0.00501144	0.00837737	0.0193398	0.00458153	0.00791018	0.072861	0.000951618	0.0939389	0.00580335	0.0142787	0.00176518	0.0276208	0.0566036	0.0230873	0.0058177	0.0322127	0.0128404	0.0212638	0.0270591	0.00587067	0.034657	0.00260383	0.898024	1.50988	0.446949	0.675196	0.884678	1.13035	1.48105	2.23739	0.5822948	2.973829	0.00815803	0.0311063	1.3641e-05	0.00237149	0.00324295	0.0151795	0.0174297	0.0173938	0.0139024	0.00836023	0.0117521	0.022078	0.0296263	0.00281778	0.00376882	0.0038199	0.0166546	0.00741043	0.0181066	0.000988107	0.00752648	0.000744907	0.00579367	0.0110947	0.000418243	0.00580301	0.00371756	0.0125175	0.0121281	0.00455437	0.0565822	0.0219999	0.00864795	0.0122789	0.0050552	0.0152329	0.0144785	0.00462353	0.00913192	0.0710713	0.00259311	0.00255223	0.0108154	0.0119111	0.014849	0.00292644	0.010104	0.0237289	0.0636664	0.00801572	0.00325963	0.00339295	0.00567182	0.0130938	0.00310188	0.00535551	0.0493299	0.000644284	0.0636005	0.00392911	0.00966728	0.0011951	0.0187004	0.038323	0.0156311	0.00393882	0.0218093	0.00869349	0.0143964	0.0183201	0.00397468	0.0234642	0.0017629	1.477016
150	-257.6129	-372.75	115.1371	0.00139637	0.0038219	3.84816e-05	0.00105748	0.000479898	0.00101949	0.013024	0.0109868	0.0202446	0.0121016	0.00772653	0.014813	0.0350923	0.00677551	0.0247185	0.00113717	0.00644842	0.00558428	0.0132734	0.0068252	0.0261591	0.0119465	0.0035678	0.003921	0.000252856	0.0136165	0.00284842	0.00869124	0.00998462	0.00142288	0.0344041	0.0103978	0.00402353	0.0110639	0.0036911	0.00173379	0.00174401	0.000826914	0.0233352	0.0394409	0.00833561	0.00134731	0.0185919	0.00184232	0.00140096	0.00503592	0.00442981	0.00455303	0.0520289	0.00918626	0.00161657	0.00932143	0.00809893	0.0297187	0.00346923	0.00588871	0.00978455	0.000652825	0.0529262	0.000390296	0.0148605	0.00289119	0.0267109	0.00902366	0.0201741	0.00342797	0.00357484	0.00398997	0.00980755	0.0122917	0.00173728	0.0120016	0.00208487	1.02889	0.855574	0.15986	0.408942	0.756564	1.32177	2.44533	6.25548	1.325716	6.012835	0.00185976	0.00509022	5.12519e-05	0.00140841	0.000639154	0.00135781	0.0173461	0.0146328	0.0269629	0.0161176	0.0102906	0.0197288	0.0467378	0.009024	0.0329214	0.00151454	0.00858836	0.00743745	0.0176783	0.00909018	0.0348401	0.015911	0.0047518	0.0052222	0.000336767	0.0181352	0.00379368	0.0115755	0.0132981	0.00189507	0.0458213	0.0138484	0.00535876	0.0147355	0.00491601	0.00230915	0.00232276	0.00110133	0.0310791	0.0525295	0.0111018	0.00179442	0.0247617	0.00245371	0.00186588	0.00670711	0.00589986	0.00606397	0.0692949	0.0122348	0.00215303	0.0124148	0.0107866	0.039581	0.00462051	0.0078429	0.0130316	0.000869468	0.0704901	0.000519817	0.0197921	0.00385064	0.0355751	0.0120182	0.0268689	0.00456556	0.00476117	0.00531406	0.0130622	0.0163708	0.0023138	0.0159844	0.00277675	0.7508328
180	-255.777	-372.9752	117.1982	0.00425628	0.00890659	0.000773408	0.0015264	0.000191866	0.00130988	0.00373325	0.00339855	0.0166133	0.0144099	0.00127679	0.00398594	0.0106239	0.00190856	0.00745974	0.00471559	0.00462026	0.00348157	0.00827543	0.00156671	0.0142746	0.000630596	0.00529265	0.00519702	0.000491017	0.00583993	0.00161739	0.0021691	0.00893609	0.00631433	0.0331864	0.00261416	0.00096122	0.00125824	0.00183293	0.000871596	0.000858029	0.000770583	0.0137	0.0286471	0.00289899	0.00130432	0.00533528	0.000165927	0.00426056	0.0292591	0.00749673	0.0106309	0.00784594	0.000821354	0.00135651	0.00364996	0.00782888	0.0182641	0.000145927	0.00359506	0.00731509	0.0056032	0.00326499	1.52309e-05	0.00914039	0.000938495	0.0166532	0.0310442	0.0103928	0.0056803	0.00225287	0.00651212	0.00319052	0.00539956	0.0108724	0.0127476	0.00168203	0.586178	3.06911	0.109315	0.339752	0.714054	1.40045	2.94333	9.14788	1.600529	0.9549627	0.00894062	0.0187089	0.0016246	0.00320631	0.000403028	0.00275149	0.00784196	0.0071389	0.0348974	0.030269	0.00268198	0.00837275	0.0223163	0.00400906	0.0156697	0.00990543	0.00970518	0.00731327	0.0173831	0.00329098	0.0299848	0.00132461	0.0111176	0.0109167	0.00103142	0.0122672	0.00339745	0.00455635	0.0187709	0.0132637	0.0697103	0.00549122	0.00201911	0.00264302	0.00385019	0.00183085	0.00180235	0.00161866	0.0287778	0.0601752	0.00608953	0.00273982	0.0112071	0.000348542	0.0089496	0.0614608	0.0157474	0.0223309	0.016481	0.00172531	0.00284944	0.00766699	0.0164451	0.0383649	0.00030653	0.00755167	0.0153659	0.0117699	0.00685833	3.19935e-05	0.0192	0.00197137	0.0349811	0.0652104	0.0218308	0.0119319	0.00473231	0.0136792	0.00670192	0.0113421	0.0228381	0.0267773	0.00353323	0.4760613
210	-267.763	-383.2449	115.4819	0.00301647	0.0174487	0.0045605	0.00227312	4.71467e-05	0.00744335	0.00390479	0.00261301	0.0164753	0.00302821	0.00112445	0.00451795	0.00380878	0.000887994	0.00862397	0.000887099	0.00172423	0.00194194	0.00437907	0.00290076	0.010773	0.00541512	0.00117539	0.0037487	0.00106369	0.0109622	0.00461608	0.0103196	0.0383773	0.000496569	0.0353465	0.00836401	0.00285398	0.00623578	0.00517636	0.00137092	0.00327885	0.000166555	0.0110651	0.0126712	0.00109201	0.0117787	0.00799852	0.000599226	0.00142297	0.0557123	0.034904	0.0237302	0.000930043	0.0018716	0.00521954	0.0020553	0.0155483	0.00534923	0.000240698	0.00646507	0.00170586	0.0199617	0.00920764	0.000544521	0.00799469	0.00370398	0.0212334	0.0395826	0.0180449	0.00286239	0.00140128	0.0110241	0.00140951	0.0140566	0.0180852	0.0155603	0.00569319	0.91471	1.42645	0.071483	0.27618	0.669364	1.49396	3.62083	13.9893	1.907669	3.206248	0.00477234	0.0276055	0.00721514	0.0035963	7.45905e-05	0.0117761	0.00617775	0.00413403	0.0260655	0.00479091	0.00177898	0.00714782	0.00602586	0.00140489	0.0136439	0.00140348	0.0027279	0.00307233	0.0069281	0.00458927	0.0170439	0.00856724	0.00185959	0.0059308	0.00168285	0.0173432	0.00730308	0.0163265	0.0607165	0.000785619	0.0559215	0.0132327	0.00451527	0.00986559	0.0081895	0.00216893	0.00518746	0.000263506	0.017506	0.020047	0.00172767	0.0186351	0.0126544	0.000948033	0.00225127	0.0881422	0.0552214	0.0375435	0.00147142	0.00296105	0.00825781	0.00325167	0.0245989	0.00846299	0.000380808	0.0102284	0.00269883	0.0315813	0.0145674	0.000861484	0.0126484	0.00586005	0.0335933	0.0626234	0.0285487	0.00452858	0.00221696	0.0174412	0.00222997	0.0222389	0.0286125	0.0246179	0.00900717	0.6320732
240	-274.9691	-392.1335	117.1644	0.00468216	0.00822209	0.00839501	0.0042096	0.000296498	0.00947365	0.00190406	0.00579088	0.00669789	0.00120307	0.00173271	0.00452852	0.00247361	0.00484563	0.00514238	0.00033421	0.000678211	0.000325833	0.000981256	0.000703798	0.00241669	0.0015756	0.00691889	0.00393516	0.0108606	0.0006066	0.00087434	0.012169	0.024639	0.0008167	0.0140309	0.00484889	0.0039811	0.000893082	0.00483771	0.000294263	0.00945182	0.000233455	0.00173929	0.0181026	0.00156992	0.00777905	0.00418356	0.00402871	0.000913573	0.0174303	0.00145348	0.0136607	0.00224187	0.0025437	0.0103071	0.00131954	0.0197999	0.000155215	0.000872394	0.00329525	0.000102221	0.0133649	0.012702	0.000999278	0.000784043	0.00225334	0.0261246	0.00477143	0.0115852	0.00183771	0.00163379	0.00171175	0.000904931	0.0061637	0.00771859	0.0112725	0.00655076	0.548314	3.25843	0.0908362	0.310413	0.694216	1.44047	3.22151	11.0088	1.734423	0.8413771	0.0117677	0.0206647	0.0210993	0.01058	0.000745192	0.0238102	0.00478549	0.0145543	0.0168339	0.00302368	0.00435485	0.0113816	0.00621696	0.0121786	0.0129244	0.000839974	0.00170455	0.000818921	0.0024662	0.00176886	0.0060739	0.00395996	0.0173893	0.00989028	0.027296	0.00152457	0.00219749	0.0305844	0.0619254	0.00205262	0.035264	0.0121868	0.0100058	0.00224459	0.0121587	0.000739575	0.0237554	0.000586746	0.00437139	0.0454975	0.00394571	0.0195512	0.0105146	0.0101254	0.00229609	0.0438077	0.00365304	0.0343335	0.00563451	0.0063931	0.0259049	0.00331642	0.0497633	0.000390103	0.0021926	0.00828199	0.000256914	0.03359	0.0319241	0.0025115	0.00197054	0.00566335	0.0656592	0.0119921	0.0291171	0.00461875	0.00410623	0.00430216	0.00227437	0.0154913	0.0193992	0.0283313	0.0164641	0.3978816
270	-258.9626	-374.7443	115.7816	0.0039979	0.00140099	0.00276607	0.000934164	0.000583805	0.00322412	0.00078189	0.00277517	0.00129945	0.000248487	9.64244e-05	0.00325677	0.00173605	0.00104152	0.00117232	0.000663986	0.000247169	0.000935472	4.6158e-05	0.000299719	0.00444286	0.00200584	0.00133708	0.000716081	0.000352701	0.00308689	0.00183864	0.00154041	0.00489094	0.00344427	0.00440861	0.00286938	0.00140821	0.000169187	0.0057314	0.000284823	0.00060015	0.00117689	2.1577e-05	0.00673228	0.0124611	0.00425264	0.00222562	0.00162004	6.62465e-05	0.00160046	0.000829547	0.00858091	0.000969277	0.00325904	0.00104515	0.000207847	0.00400439	4.06241e-05	0.000526805	0.00085877	7.34977e-05	0.00189013	0.00997652	0.000313194	0.000705642	0.000525674	0.0129342	0.00135013	0.00661203	0.00312315	0.000392094	0.00277618	0.000961126	0.00130746	0.00256451	0.00769125	0.00238792	0.623534	2.88233	0.0321821	0.187137	0.592826	1.68684	5.34367	31.0731	2.484713	1.08165	0.0231495	0.00811233	0.0160167	0.0054092	0.00338048	0.018669	0.00452747	0.0160694	0.00752437	0.00143885	0.000558338	0.0188581	0.0100525	0.00603082	0.00678825	0.00384476	0.00143121	0.00541678	0.000267275	0.0017355	0.025726	0.0116146	0.00774228	0.00414641	0.00204229	0.0178744	0.0106465	0.00891964	0.0283206	0.0199438	0.0255277	0.0166149	0.00815415	0.000979667	0.0331872	0.00164925	0.00347512	0.00681471	0.00012494	0.0389827	0.0721548	0.0246246	0.0128873	0.0093807	0.000383595	0.00926736	0.00480343	0.0496871	0.00561252	0.0188712	0.00605184	0.00120352	0.0231871	0.000235231	0.00305043	0.00497264	0.000425583	0.0109446	0.0577683	0.00181352	0.00408596	0.00304388	0.0748942	0.0078178	0.0382865	0.0180843	0.00227039	0.0160753	0.00556532	0.00757075	0.0148496	0.0445356	0.013827	0.1726989
