Iteration	Posterior	Likelihood	Prior	br_lengths[1]	br_lengths[2]	br_lengths[3]	br_lengths[4]	br_lengths[5]	br_lengths[6]	br_lengths[7]	br_lengths[8]	br_lengths[9]	br_lengths[10]	br_lengths[11]	br_lengths[12]	br_lengths[13]	br_lengths[14]	br_lengths[15]	br_lengths[16]	br_lengths[17]	br_lengths[18]	br_lengths[19]	br_lengths[20]	br_lengths[21]	br_lengths[22]	br_lengths[23]	br_lengths[24]	br_lengths[25]	br_lengths[26]	br_lengths[27]	br_lengths[28]	br_lengths[29]	br_lengths[30]	br_lengths[31]	br_lengths[32]	br_lengths[33]	br_lengths[34]	br_lengths[35]	br_lengths[36]	br_lengths[37]	br_lengths[38]	br_lengths[39]	br_lengths[40]	br_lengths[41]	br_lengths[42]	br_lengths[43]	br_lengths[44]	br_lengths[45]	br_lengths[46]	br_lengths[47]	br_lengths[48]	br_lengths[49]	br_lengths[50]	br_lengths[51]	br_lengths[52]	br_lengths[53]	br_lengths[54]	br_lengths[55]	br_lengths[56]	br_lengths[57]	br_lengths[58]	br_lengths[59]	br_lengths[60]	br_lengths[61]	br_lengths[62]	br_lengths[63]	br_lengths[64]	br_lengths[65]	br_lengths[66]	br_lengths[67]	br_lengths[68]	br_lengths[69]	br_lengths[70]	br_lengths[71]	br_lengths[72]	br_lengths[73]	partition_rate[1]	partition_rate[2]	rate_categories[1]	rate_categories[2]	rate_categories[3]	rate_categories[4]	rate_categories[5]	rate_categories[6]	rate_log_sd	rate_neo	rel_br_lengths[1]	rel_br_lengths[2]	rel_br_lengths[3]	rel_br_lengths[4]	rel_br_lengths[5]	rel_br_lengths[6]	rel_br_lengths[7]	rel_br_lengths[8]	rel_br_lengths[9]	rel_br_lengths[10]	rel_br_lengths[11]	rel_br_lengths[12]	rel_br_lengths[13]	rel_br_lengths[14]	rel_br_lengths[15]	rel_br_lengths[16]	rel_br_lengths[17]	rel_br_lengths[18]	rel_br_lengths[19]	rel_br_lengths[20]	rel_br_lengths[21]	rel_br_lengths[22]	rel_br_lengths[23]	rel_br_lengths[24]	rel_br_lengths[25]	rel_br_lengths[26]	rel_br_lengths[27]	rel_br_lengths[28]	rel_br_lengths[29]	rel_br_lengths[30]	rel_br_lengths[31]	rel_br_lengths[32]	rel_br_lengths[33]	rel_br_lengths[34]	rel_br_lengths[35]	rel_br_lengths[36]	rel_br_lengths[37]	rel_br_lengths[38]	rel_br_lengths[39]	rel_br_lengths[40]	rel_br_lengths[41]	rel_br_lengths[42]	rel_br_lengths[43]	rel_br_lengths[44]	rel_br_lengths[45]	rel_br_lengths[46]	rel_br_lengths[47]	rel_br_lengths[48]	rel_br_lengths[49]	rel_br_lengths[50]	rel_br_lengths[51]	rel_br_lengths[52]	rel_br_lengths[53]	rel_br_lengths[54]	rel_br_lengths[55]	rel_br_lengths[56]	rel_br_lengths[57]	rel_br_lengths[58]	rel_br_lengths[59]	rel_br_lengths[60]	rel_br_lengths[61]	rel_br_lengths[62]	rel_br_lengths[63]	rel_br_lengths[64]	rel_br_lengths[65]	rel_br_lengths[66]	rel_br_lengths[67]	rel_br_lengths[68]	rel_br_lengths[69]	rel_br_lengths[70]	rel_br_lengths[71]	rel_br_lengths[72]	rel_br_lengths[73]	tree_length
0	-918.5347	-1033.524	114.9892	0.00163772	0.0020032	0.000631723	0.000620715	0.00217138	0.000341687	0.00464954	0.000772436	0.00576524	0.00664743	0.00173364	0.0104253	0.00449107	0.010531	0.000973552	0.00111546	0.0255653	0.00436288	0.00279924	0.00500765	0.00196884	0.00439037	0.00242549	0.00247807	0.00260206	0.00294896	0.00441367	0.00196628	0.0036235	0.0192324	0.00670092	0.0351676	0.0207044	0.00718459	0.00289406	0.00477248	0.00119226	0.00282179	0.00682264	0.00546513	0.0102494	0.00708002	0.00185605	0.00262864	0.00789735	0.0161698	0.00595139	0.0119392	0.00357272	0.00510524	0.0129263	0.00206742	0.0150129	0.000169404	0.0112221	0.0112005	0.00298405	0.00327957	0.00694943	0.0027445	0.0195199	0.0103547	0.00103018	7.05514e-05	0.000870951	0.00754592	0.00138031	0.00762812	0.00538243	0.00325714	0.00336886	0.0298493	0.0104522	0.363963	4.18019	0.00195902	0.0477882	0.387233	2.58242	20.9257	510.459	4.508558	0.4353425	0.00345701	0.00422849	0.00133348	0.00131025	0.0045835	0.000721256	0.00981457	0.00163051	0.0121697	0.0140319	0.00365948	0.0220064	0.00948006	0.0222296	0.00205504	0.00235459	0.053965	0.00920948	0.00590883	0.0105705	0.00415596	0.0092675	0.00511991	0.00523089	0.00549261	0.00622487	0.00931669	0.00415057	0.00764874	0.040597	0.0141448	0.0742343	0.0437044	0.0151657	0.00610898	0.0100741	0.00251671	0.00595643	0.0144017	0.0115362	0.0216352	0.014945	0.00391789	0.00554872	0.0166703	0.0341324	0.0125626	0.025202	0.00754154	0.0107765	0.0272857	0.00436405	0.0316902	0.00035759	0.0236884	0.0236427	0.00629894	0.00692275	0.0146693	0.00579329	0.041204	0.0218575	0.00217457	0.000148925	0.00183847	0.0159285	0.00291365	0.016102	0.0113616	0.00687539	0.00711122	0.063008	0.0220633	0.4737381
30	-906.75	-1013.395	106.6446	0.0045413	0.00575168	0.00248091	0.00669972	0.0215352	0.0316184	0.00293627	0.00318742	0.0208958	0.0297625	0.0135743	0.0428975	0.0167308	0.0422695	0.0118655	0.0175665	0.00677593	0.0128632	0.00428134	0.0441144	0.00604242	0.011726	0.0144684	0.0141357	0.0079858	0.0285742	0.00416496	0.0207683	0.0223648	0.0276896	0.0112088	0.0413169	0.0971774	0.0125466	0.0175242	0.0127056	0.0347795	0.0025534	0.00794235	0.0181652	0.022519	0.000820432	0.00309657	0.0177015	0.00582828	0.0496257	0.0249825	0.0338047	0.0152917	0.0270199	0.0396713	0.0529329	0.0485523	0.000419654	0.0183383	0.0362302	0.00943684	0.00653909	0.0492288	0.0016447	0.0599073	0.0799794	0.0134414	0.000211204	0.0331517	0.015479	0.00505164	0.016087	0.0128349	0.00749589	0.0314619	0.106229	0.0141305	1.1777	0.111507	0.000843324	0.0316811	0.340625	2.93578	31.5646	1185.78	5.117996	52.80851	0.00281137	0.00356068	0.00153585	0.00414758	0.0133317	0.0195739	0.00181775	0.00197323	0.0129359	0.018425	0.00840341	0.0265564	0.0103575	0.0261677	0.00734552	0.0108748	0.00419476	0.00796322	0.00265044	0.0273098	0.00374067	0.00725919	0.0089569	0.00875092	0.00494375	0.0176893	0.00257839	0.012857	0.0138453	0.0171418	0.00693899	0.0255779	0.0601594	0.00776719	0.0108486	0.0078656	0.0215309	0.00158073	0.00491685	0.0112455	0.0139407	0.000507903	0.00191699	0.0109584	0.0036081	0.0307217	0.0154658	0.0209274	0.00946658	0.0167271	0.0245592	0.0327691	0.0300571	0.000259794	0.0113527	0.0224289	0.00584204	0.00404814	0.030476	0.00101818	0.0370866	0.0495126	0.00832116	0.000130749	0.0205232	0.00958252	0.00312731	0.00995896	0.00794569	0.00464046	0.0194771	0.0657627	0.00874774	1.615333
60	-836.8994	-952.3584	115.459	0.0123763	0.00324365	0.00254081	0.00919079	0.0696675	0.0220539	0.11146	0.0154516	0.0111363	0.000627853	0.00612722	0.0456682	0.0275031	0.0530565	0.0162282	0.0159398	0.00582289	0.0115411	0.00635721	0.0504411	0.00679767	0.0588217	0.0905403	0.0147433	0.0164643	0.00184174	0.022745	0.0117054	0.0142386	0.0351109	0.0313555	0.042285	0.0213614	0.0327542	0.033718	0.00324712	0.000550989	0.0170734	0.0179072	0.0829648	0.0373054	0.00455208	0.00323681	0.00605959	0.0239128	0.00366111	0.00972355	0.0255785	0.010841	0.0331976	0.0146904	0.0388496	0.0202308	0.000722207	0.0100174	0.043081	0.0217763	0.000607744	0.017578	0.0406238	0.0193277	0.077932	0.0209471	0.0012704	0.0128178	0.0136071	0.00180381	0.00164395	0.00962918	0.0280638	0.0321991	0.053996	0.0331213	0.172127	5.13937	0.00822801	0.0962241	0.48173	2.07585	10.3924	121.536	3.470883	0.1674588	0.00717356	0.00188009	0.00147271	0.00532718	0.0403807	0.0127829	0.0646046	0.00895605	0.00645482	0.000363917	0.00355147	0.0264702	0.0159414	0.0307527	0.00940623	0.00923906	0.00337507	0.00668949	0.00368477	0.0292367	0.00394007	0.0340943	0.052479	0.0085455	0.00954303	0.00106751	0.0131835	0.00678469	0.00825297	0.020351	0.0181743	0.0245093	0.0123815	0.018985	0.0195437	0.0018821	0.000319365	0.00989611	0.0103794	0.0480881	0.021623	0.00263848	0.00187612	0.00351227	0.0138603	0.00212206	0.00563597	0.0148258	0.00628367	0.019242	0.00851487	0.022518	0.0117262	0.000418607	0.0058063	0.0249707	0.012622	0.000352261	0.0101885	0.0235464	0.0112027	0.045171	0.0121414	0.000736351	0.00742946	0.00788696	0.00104553	0.000952866	0.00558128	0.0162664	0.0186633	0.0312972	0.0191978	1.725265
90	-877.1069	-990.8765	113.7696	0.0121015	0.019249	0.00242647	0.00562186	0.0187878	0.0414073	0.0398461	0.00243657	0.0133761	0.0103815	0.0178531	0.0328145	0.0217798	0.00836115	0.00472909	0.0155859	0.0119622	0.00914334	0.00748221	0.0688712	0.00158245	0.0193935	0.0885298	0.0118885	0.0185306	0.0368089	0.0387419	0.0184953	0.0149206	0.0262856	0.0306592	0.0611988	0.0287964	0.0519251	0.00457571	0.00814632	0.0155737	0.0273881	0.0197115	0.0397187	0.0140679	0.0091554	0.00223369	0.029668	0.0272463	0.0124492	0.0207492	0.0314353	0.00794263	0.0324604	0.0522944	0.0160073	0.00293931	0.0047409	0.0203266	0.0394288	0.0277627	0.00105892	0.0115856	0.0275708	0.0401782	0.0827662	0.000495283	0.0214803	0.00963677	0.018949	0.00591368	0.00945532	0.00485866	0.0274406	0.00327826	0.0230312	0.0116431	0.929283	1.35358	0.0291948	0.178454	0.584103	1.71203	5.60369	34.2527	2.555155	3.432674	0.00767209	0.0122035	0.00153833	0.00356415	0.0119111	0.0262514	0.0252616	0.00154474	0.00848017	0.00658166	0.0113185	0.0208037	0.013808	0.0053008	0.00299815	0.00988114	0.00758382	0.00579669	0.00474357	0.0436629	0.00100324	0.0122951	0.0561261	0.00753706	0.011748	0.0233361	0.0245616	0.0117257	0.00945934	0.0166645	0.0194373	0.0387988	0.0182563	0.0329195	0.00290091	0.00516461	0.0098734	0.0173635	0.0124967	0.0251808	0.00891878	0.00580434	0.00141611	0.0188089	0.0172736	0.00789252	0.0131546	0.0199293	0.00503547	0.0205792	0.0331536	0.0101483	0.00186346	0.00300563	0.0128866	0.0249971	0.017601	0.000671331	0.00734501	0.0174793	0.0254722	0.0524721	0.000313999	0.0136181	0.00610951	0.0120133	0.00374915	0.00599448	0.00308029	0.0173968	0.00207835	0.0146013	0.00738151	1.577337
120	-856.2373	-970.4371	114.1999	0.00607501	0.00735142	0.0364687	0.00206737	0.0282145	0.00985274	0.0290306	0.0048031	0.0243733	0.00326864	0.00317477	0.0114003	0.00536088	0.00907398	0.00360287	0.00100685	0.00296193	0.0024319	0.00396056	0.00343791	0.00196308	0.0172991	0.0642594	0.0154125	0.0074462	0.0265893	0.0047703	0.022136	0.0219395	0.0118468	0.0498993	0.00613463	0.0120751	0.0193028	0.00222173	0.00266326	0.0119501	0.0108861	0.00588211	0.0260592	0.00858101	0.0144338	0.00104525	0.0459156	0.0136777	0.0102006	0.00275313	0.0071566	0.0112573	0.00229141	0.030135	0.0386162	0.0228072	0.00723622	0.00956534	0.00155084	0.00889317	0.000611297	0.0561199	0.0108392	0.0121842	0.0320231	0.00594551	0.00950784	0.00189163	0.0150402	0.00381914	0.00544208	0.0182522	0.0111395	0.000787847	0.00973606	0.00562266	0.831911	1.84044	0.00939849	0.102673	0.491578	2.03427	9.73968	106.4	3.374711	2.260085	0.00623889	0.00754973	0.0374525	0.00212314	0.0289756	0.0101185	0.0298137	0.00493267	0.0250308	0.00335682	0.00326041	0.0117078	0.00550549	0.00931876	0.00370006	0.00103401	0.00304183	0.0024975	0.0040674	0.00353065	0.00201603	0.0177658	0.0659928	0.0158282	0.00764707	0.0273066	0.00489898	0.0227331	0.0225314	0.0121664	0.0512454	0.00630012	0.0124009	0.0198235	0.00228166	0.0027351	0.0122725	0.0111798	0.00604078	0.0267622	0.00881249	0.0148232	0.00107344	0.0471543	0.0140466	0.0104758	0.0028274	0.00734965	0.011561	0.00235322	0.0309479	0.0396579	0.0234224	0.00743142	0.00982338	0.00159268	0.00913307	0.000627787	0.0576338	0.0111316	0.0125128	0.0328869	0.0061059	0.00976432	0.00194266	0.015446	0.00392217	0.00558888	0.0187445	0.01144	0.0008091	0.0099987	0.00577434	0.9737325
150	-923.7504	-1038.026	114.2752	0.00528661	0.0620298	0.0148269	0.00170777	0.0902805	0.0998004	0.010616	0.00458894	0.101042	0.0180792	0.0139899	0.00849606	0.0105463	0.0218816	0.0240218	0.00880522	0.0533324	0.0111614	0.00427778	0.00340745	0.00601406	0.0400915	0.0902392	0.0323403	0.0333953	0.0851427	0.0104426	0.000311585	0.0669558	0.0274555	0.135487	0.0384333	0.0340644	0.0119463	0.0061948	0.00196063	0.0373173	0.00738097	0.0185608	0.0603935	0.0198869	0.00937122	0.00306339	0.0532371	0.0126202	0.0474096	0.000552507	0.0111798	0.050172	0.0107306	0.188987	0.0791139	0.0605115	0.0887416	0.0231745	0.00779508	0.00327209	0.00315443	0.00305566	0.0767097	0.0347021	0.0284224	0.013779	0.00968546	0.0059538	0.0275713	0.0371716	0.00284526	0.0407896	0.0113907	0.0176453	0.0700425	0.0441249	0.274289	4.62855	0.0109476	0.110604	0.503123	1.98759	9.04128	91.3445	3.264395	0.2963016	0.00219437	0.0257474	0.00615438	0.000708865	0.0374737	0.0414253	0.00440651	0.00190478	0.0419405	0.00750432	0.00580694	0.00352655	0.00437757	0.00908263	0.00997101	0.00365488	0.0221373	0.00463288	0.00177563	0.00141437	0.00249632	0.0166412	0.0374566	0.0134238	0.0138617	0.0353411	0.00433454	0.000129333	0.0277921	0.0113962	0.0562381	0.015953	0.0141395	0.0049587	0.00257135	0.00081382	0.0154897	0.0030637	0.00770424	0.0250682	0.00825467	0.00388981	0.00127156	0.0220977	0.00523842	0.0196788	0.000229335	0.00464052	0.0208255	0.00445407	0.0784447	0.0328387	0.0251172	0.0368349	0.00961932	0.00323559	0.00135818	0.00130935	0.00126835	0.0318407	0.0144042	0.0117976	0.0057194	0.00402025	0.00247131	0.0114443	0.0154292	0.00118101	0.016931	0.00472805	0.00732424	0.0290733	0.0183154	2.409168
180	-917.1531	-1031.683	114.5302	0.00518712	0.0190873	0.0143909	0.00326506	0.0356078	0.0124799	0.00572381	0.00284584	0.0249047	0.00854217	0.010584	0.00537817	0.00321776	0.0728342	0.0206577	0.00336267	0.00643955	0.0132779	0.000103338	0.00245612	0.0160462	0.0738967	0.0612606	0.0136367	0.0131057	0.0528014	0.0484362	0.00378569	0.00388149	0.0148213	0.0272625	0.0133942	0.0234095	0.0295629	0.0070675	0.000220664	0.130747	0.00834088	0.00869503	0.0185734	0.025379	0.00035021	0.00536489	0.00310748	0.00801439	0.015978	0.00335871	0.00359903	0.0580248	0.015318	0.0819341	0.0487389	0.0263961	0.00633777	0.00428454	0.0465555	0.00578154	0.00183161	0.00861508	0.0475716	0.0484946	0.0102796	0.00799238	0.00697907	0.00344899	0.00987704	0.000822896	0.022576	0.00925039	0.0260995	0.00627699	0.0253111	0.0273641	0.854386	1.72807	0.0378641	0.202581	0.607675	1.64562	4.93631	26.4102	2.367148	2.472079	0.00355135	0.0130681	0.00985269	0.00223541	0.0243788	0.00854432	0.00391879	0.0019484	0.0170509	0.00584837	0.00724634	0.00368215	0.00220303	0.0498658	0.0141432	0.00230224	0.00440882	0.0090907	7.07502e-05	0.00168158	0.010986	0.0505932	0.0419419	0.00933634	0.0089728	0.0361503	0.0331618	0.00259186	0.00265745	0.0101474	0.0186652	0.00917029	0.0160273	0.0202402	0.00483875	0.000151077	0.0895155	0.00571056	0.00595303	0.0127163	0.0173757	0.000239771	0.00367306	0.00212753	0.00548703	0.0109393	0.00229953	0.00246406	0.0397265	0.0104875	0.056096	0.033369	0.018072	0.00433914	0.0029334	0.0318741	0.00395832	0.00125401	0.0058983	0.0325698	0.0332017	0.00703792	0.00547197	0.00477821	0.00236134	0.00676229	0.000563393	0.0154566	0.00633325	0.017869	0.00429752	0.0173292	0.0187348	1.460606
210	-880.7485	-992.92	112.1715	0.00394907	0.0181276	0.00377266	0.00227272	0.0250131	0.00638573	0.00325812	0.00788789	0.0141351	0.00740092	0.00586348	0.006339	0.00334518	0.0122706	0.0194703	0.00213108	0.00724216	0.0176389	0.000460159	0.00516947	0.00794065	0.089552	0.046639	0.0117158	0.0023171	0.0173128	0.0248653	0.00153273	0.0222916	0.0371365	0.0477965	0.0130759	0.0250588	0.0178571	0.000608128	1.8852e-05	0.00404531	0.002394	0.00469137	0.00122025	0.0126445	0.000589841	0.00278364	0.0106664	0.017096	0.00520037	0.00364029	0.00672612	0.00614575	0.0641046	0.00413969	0.0238185	0.0200959	0.00167822	0.00708045	0.0146372	0.00114172	0.00506717	0.0134177	0.0228064	0.0459025	0.0142888	0.00964634	0.0131845	0.00259878	0.0126696	0.0094445	0.00251657	0.0272274	0.0281172	0.00249192	0.0115479	0.0104603	1.0246	0.877024	0.00327311	0.0613818	0.418688	2.38841	16.2915	305.52	4.137412	5.841321	0.00401418	0.0184265	0.00383486	0.00231019	0.0254256	0.00649102	0.00331183	0.00801794	0.0143682	0.00752295	0.00596016	0.00644351	0.00340034	0.0124729	0.0197913	0.00216622	0.00736157	0.0179298	0.000467746	0.0052547	0.00807158	0.0910285	0.047408	0.011909	0.00235531	0.0175983	0.0252753	0.001558	0.0226591	0.0377488	0.0485846	0.0132915	0.0254719	0.0181515	0.000618155	1.91629e-05	0.00411201	0.00243347	0.00476872	0.00124037	0.012853	0.000599566	0.00282953	0.0108422	0.0173779	0.00528611	0.00370031	0.00683701	0.00624708	0.0651615	0.00420795	0.0242112	0.0204273	0.00170589	0.00719719	0.0148785	0.00116055	0.00515072	0.0136389	0.0231824	0.0466593	0.0145244	0.00980538	0.0134019	0.00264163	0.0128785	0.00960022	0.00255806	0.0276763	0.0285808	0.00253301	0.0117383	0.0106328	0.9837796
240	-957.7769	-1070.255	112.4785	0.000399959	0.00183595	0.000345257	0.000439966	0.000959638	0.00107783	0.00115014	0.000966771	0.000297183	0.00074956	0.000454792	0.000668085	0.000313392	0.00124275	0.00197194	0.000877998	0.000934958	0.00153671	1.82569e-05	0.000876592	4.62861e-05	0.00193847	0.00031841	0.00118657	0.00368675	0.000274817	0.00127287	4.60219e-05	0.00573658	0.00098101	0.00373599	0.00365347	0.0012898	0.00359609	0.00104404	3.97511e-06	0.000390405	0.000242463	0.00044495	0.00036943	0.00124796	0.000522351	0.000456475	0.000639291	0.00421524	0.0068196	0.000253142	0.00185556	0.000943389	0.00649247	0.000479631	0.00553594	0.00204359	0.00112791	0.000118981	0.00120334	0.000139515	0.000231381	0.000921835	0.000913182	0.0010455	0.00117585	0.00444728	0.00156962	0.000263203	0.000258025	9.74328e-06	0.0013182	0.00305192	0.00224691	0.00025238	0.00294396	0.00162448	1.00283	0.985871	0.00749598	0.0919493	0.474948	2.10549	10.8756	133.405	3.538257	5.085991	0.00385525	0.017697	0.00332798	0.00424088	0.00925006	0.0103893	0.0110863	0.00931881	0.00286458	0.0072251	0.0043838	0.00643975	0.00302082	0.0119791	0.0190077	0.00846312	0.00901217	0.0148126	0.000175981	0.00844957	0.000446157	0.0186851	0.00306919	0.0114375	0.035537	0.00264899	0.0122693	0.000443611	0.0552956	0.00945606	0.0360117	0.0352162	0.0124326	0.0346632	0.0100636	3.83166e-05	0.00376316	0.00233713	0.00428892	0.00356098	0.0120292	0.005035	0.00440002	0.0061622	0.0406312	0.0657349	0.00244007	0.017886	0.00909343	0.0625817	0.00462322	0.0533615	0.0196984	0.010872	0.00114687	0.0115991	0.0013448	0.00223031	0.00888567	0.00880227	0.0100777	0.0113342	0.0428678	0.0151297	0.00253705	0.00248714	9.39166e-05	0.0127063	0.0294178	0.0216582	0.00243272	0.0283771	0.0156585	0.103744
270	-876.245	-991.0449	114.7999	0.00878779	0.0055202	0.0136515	0.00903174	0.00774469	0.0109774	0.0195203	0.00464702	0.00450227	0.00373173	0.00581464	0.0163652	0.0025368	0.00410187	0.0259154	0.0150519	0.00460431	0.0224033	0.000105625	0.016579	0.000417241	0.00199583	0.00362681	0.0160396	0.0339129	0.00133736	0.0228459	0.0009322	0.0144208	0.00770641	0.0239407	0.0116214	0.0353129	0.0156514	0.00820154	0.000104905	0.0206739	0.0186411	0.0191323	0.00160214	0.0241388	0.00676366	0.0158511	0.000232548	0.00912058	0.0212916	0.0192773	0.0157911	0.00841895	0.00914312	0.0319113	0.010609	0.0180357	0.00808075	0.000934665	0.0133502	0.00628862	0.0062163	0.0294643	0.0192653	0.00508001	0.00785184	0.00870974	0.00715741	0.0278429	0.018358	0.00073863	0.012041	0.0431479	0.02352	0.00856631	0.0387471	0.0172815	0.888501	1.5575	0.0311709	0.184246	0.589953	1.69505	5.42753	32.0812	2.507798	2.852339	0.00922179	0.00579282	0.0143257	0.00947779	0.00812717	0.0115195	0.0204844	0.00487652	0.00472462	0.00391603	0.00610181	0.0171734	0.00266208	0.00430445	0.0271953	0.0157953	0.00483171	0.0235097	0.000110841	0.0173978	0.000437848	0.0020944	0.00380593	0.0168317	0.0355878	0.00140341	0.0239742	0.000978239	0.015133	0.00808701	0.0251231	0.0121954	0.0370569	0.0164244	0.00860659	0.000110086	0.021695	0.0195617	0.0200772	0.00168126	0.0253309	0.0070977	0.0166339	0.000244033	0.00957102	0.0223432	0.0202294	0.016571	0.00883474	0.00959467	0.0334873	0.0111329	0.0189264	0.00847983	0.000980825	0.0140095	0.0065992	0.0065233	0.0309195	0.0202167	0.0053309	0.00823961	0.00913988	0.00751089	0.029218	0.0192646	0.000775108	0.0126357	0.0452788	0.0246816	0.00898938	0.0406607	0.018135	0.9529372
